New.ward.code,month,mean_ndvi
E05000454,2013-04,0.463397990146375
E05000455,2013-04,0.3084152427897084
E05000456,2013-04,0.5426824239706322
E05000457,2013-04,0.33985771311470375
E05000458,2013-04,0.4687706283685175
E05000459,2013-04,0.36659860589097
E05000460,2013-04,0.4070149934483864
E05000461,2013-04,0.359605127220396
E05000462,2013-04,0.3866763388444155
E05000463,2013-04,0.3816664582069153
E05000464,2013-04,0.4392362452119938
E05000465,2013-04,0.46691965318299083
E05000466,2013-04,0.45632972194890614
E05000467,2013-04,0.5234488817911241
E05000468,2013-04,0.5113360025139192
E05000469,2013-04,0.4247118800168268
E05000470,2013-04,0.5230238074264494
E05000471,2013-04,0.403542287576519
E05000472,2013-04,0.5468129690373347
E05000473,2013-04,0.46313513151988117
E05000474,2013-04,0.37055093455580407
E05000475,2013-04,0.25827866449966347
E05000476,2013-04,0.2838880783948937
E05000477,2013-04,0.29728537699337204
E05000478,2013-04,0.21165509500506613
E05000479,2013-04,0.3327107083335707
E05000480,2013-04,0.27355436243569764
E05000481,2013-04,0.31296223409707286
E05000482,2013-04,0.3854347702630477
E05000483,2013-04,0.35899662242398944
E05000484,2013-04,0.28805934590674165
E05000485,2013-04,0.24268365440661205
E05000486,2013-04,0.23356401681284006
E05000487,2013-04,0.4641886782750841
E05000488,2013-04,0.37674463831642707
E05000489,2013-04,0.30193511493408043
E05000490,2013-04,0.3287958542433372
E05000491,2013-04,0.058064935676814644
E05000492,2013-04,0.2044918758371568
E05000493,2013-04,0.3863356422906165
E05000494,2013-04,0.38258732311978105
E05000495,2013-04,0.4986507225736123
E05000496,2013-04,0.37452780091585186
E05000497,2013-04,0.5035391690082981
E05000498,2013-04,0.38868447909669307
E05000499,2013-04,0.39543686250503635
E05000500,2013-04,0.4585849285878158
E05000501,2013-04,0.28255030634352457
E05000502,2013-04,0.48123649722803413
E05000503,2013-04,0.5079530259230072
E05000504,2013-04,0.4364493168658784
E05000505,2013-04,0.44103805952689135
E05000506,2013-04,0.5349072412715351
E05000507,2013-04,0.3487940732447216
E05000508,2013-04,0.4250935969414325
E05000509,2013-04,0.5138090913308754
E05000510,2013-04,0.41270078723999837
E05000511,2013-04,0.4887679830362574
E05000512,2013-04,0.39292133092560244
E05000513,2013-04,0.4513448813570942
E05000514,2013-04,0.3733433655541969
E05000515,2013-04,0.5751309064567964
E05000516,2013-04,0.443823135832161
E05000517,2013-04,0.5555915375563151
E05000518,2013-04,0.46427957630733696
E05000519,2013-04,0.5470355484506193
E05000520,2013-04,0.5669519230165535
E05000521,2013-04,0.5024089047381766
