"GSS_CODE","co2","nox","pm10","pm2.5"
"E05000287",0.0136755485631304,2.0082400724377e-05,2.67977743683326e-06,2.96451106916764e-06
"E05000096",0.0133367214022061,2.09043931790925e-05,2.4661068563846e-06,1.90351242833055e-06
"E05000104",0.0154851743284018,2.57929678669472e-05,2.71931155215906e-06,2.76311805357755e-06
"E05000097",0.013199862327339,2.1530993293536e-05,2.58563046085189e-06,2.22027716358509e-06
"E05000100",0.024343393905608,7.20845555202061e-05,5.65855612690861e-06,4.55824174786012e-06
"E05000103",0.0144065939546931,3.12226480063163e-05,5.03371613366184e-06,3.10768035560054e-06
"E05000086",0.0111941745140105,1.83297644542577e-05,2.53546657973402e-06,2.08278550018126e-06
"E05000090",0.0115848161639558,1.88348060040385e-05,2.59404931386902e-06,2.52679764095848e-06
"E05000101",0.013002417039318,1.93911943171478e-05,2.30562459749224e-06,2.14544163960305e-06
"E05000085",0.0145421427865222,2.82533562004328e-05,3.47692691451395e-06,2.96664903521055e-06
"E05000092",0.0227148487465068,4.52233118335259e-05,5.49450825028057e-06,3.57318237771539e-06
"E05000091",0.0252448445584113,5.72696869914153e-05,6.51658378586163e-06,4.31381432637049e-06
"E05000105",0.0190564591686405,3.27787552142309e-05,3.80630601964267e-06,2.6701027637069e-06
"E05000098",0.0200224118051973,3.02978502404632e-05,3.19096610300655e-06,2.89370232775681e-06
"E05000087",0.019443344261334,3.01680477154787e-05,3.37837431754427e-06,2.53268682770956e-06
"E05000094",0.0243631695924173,4.41348827129206e-05,4.85764259299829e-06,3.43877064256542e-06
"E05000102",0.0157197151181907,3.24758626628695e-05,3.57380560313797e-06,3.86817052950041e-06
"E05000093",0.0120217515017005,1.758039231913e-05,2.34425967777257e-06,2.15245683694821e-06
"E05000089",0.0185925352518815,3.69934503090474e-05,5.48288259236761e-06,3.87080671182708e-06
"E05000088",0.0177239635674865,3.70738553737714e-05,5.27255529767102e-06,3.55715744644734e-06
"E05000095",0.0202956333198486,3.20405514688635e-05,3.58000959586328e-06,2.49688457110416e-06
"E05000099",0.0128439301320794,1.8429383094026e-05,2.38572722181651e-06,2.61070643518371e-06
"E05000060",0.00732703565934247,1.15302573164984e-05,1.5549594599208e-06,1.26522902621693e-06
"E05000056",0.00593509410820541,1.04900221694668e-05,1.54227369899997e-06,1.03500622428561e-06
"E05000062",0.0190862902971976,4.78498322702561e-05,6.8643601171653e-06,3.41121878211404e-06
"E05000053",0.0208983921004483,4.929748792839e-05,7.58069256388585e-06,4.53332376244065e-06
"E05000046",0.0151923563665455,3.00181426897786e-05,3.48790494158173e-06,2.19712547503247e-06
"E05000045",0.01817878825264,3.59424763929927e-05,4.71834753966256e-06,3.05069262749716e-06
"E05000052",0.0152831160401085,2.76465207041648e-05,3.95387198928521e-06,2.38214468287203e-06
"E05000051",0.0159495112423152,2.63234115904247e-05,3.83462647660513e-06,2.58842411893297e-06
"E05000049",0.0150651019448624,2.68387258775233e-05,3.90462797619849e-06,2.46192269098427e-06
"E05000050",0.0108002212090856,2.33245136692947e-05,2.97237005354072e-06,1.77386301200054e-06
"E05000057",0.00853602941786013,1.77488539334114e-05,2.36598961718263e-06,1.61916027961756e-06
"E05000054",0.0121644726308737,2.86359034906171e-05,3.89421727700061e-06,2.14168380247277e-06
"E05000059",0.00543668125842736,8.2657771495059e-06,1.15129439754533e-06,8.94060941525346e-07
"E05000058",0.0116471697806379,1.86166933398979e-05,2.61459266732801e-06,1.94427255892474e-06
"E05000063",0.0158236341631224,2.87483371973956e-05,4.34022716039495e-06,2.82592772990093e-06
"E05000047",0.0147872949764524,2.96054698726848e-05,4.58913579755018e-06,2.43637974325137e-06
"E05000043",0.00962739355564815,1.36972012469038e-05,1.94709035763874e-06,2.00749480182725e-06
"E05000048",0.00859581941781206,1.14860882014989e-05,1.55529398168707e-06,1.76229288388976e-06
"E05000044",0.0136890198709686,2.50152608494154e-05,3.01112049048996e-06,2.52603372356482e-06
"E05000055",0.0204146885671042,4.45961143957296e-05,6.4687342133009e-06,3.4602210474584e-06
"E05000061",0.0145920632274556,2.20131329644193e-05,2.96508453433217e-06,2.51671700722934e-06
"E05000431",0.0147432360089479,2.16556625161678e-05,2.45811388570098e-06,2.70413697341943e-06
"E05000428",0.0191408174887206,2.95595009094621e-05,3.20924742197708e-06,2.89102355408335e-06
"E05000432",0.0207977848835177,3.88783191960588e-05,4.3165841465576e-06,4.68925971801309e-06
"E05000424",0.0169734785800761,2.30802023003141e-05,2.96700836951135e-06,3.15641080590163e-06
